OutletID,Outlet,Type,JournalistID,Twitter Handle,Journalist,Website,Owner,Nexis,NexisBeginning,NexisEnd,Newsbank,NewsbankBeginning,NewsbankEnd,Type,Publication,Category,City,Notes
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1809,@John_Bingham,John Bingham,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Social and religious Affairs Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1810,@_PaulHayward,Paul Hayward,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Chief Sports Writer
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1811,@evansma,Martin Evans,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Crime Correspondent
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1812,@NickSquires1,Nick Squires,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Europe Correspondent
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1813,@Simmoa,Aislinn Laing,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Africa Correspondent
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1814,@philipsherwell,Philip Sherwell,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Asia Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1815,@RichardJSpencer,Richard Spencer,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Middle East Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1816,@emilygosden,Emily Gosden,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Energy Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1817,@WhiteheadTom,Tom Whitehead,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,Security Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1818,@barneyhenderson,Barney Henderson,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,World News Editor
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,1819,,Simon Heffer,http://www.telegraph.co.uk/,Telegraph Media Group,,,,,,,,,,,"Columnist and high profile/frequent poster of articles, according to Journalisted, but no twitter account"
1800,"Sunday Telegraph, The",Newspaper,5700,,,,,1,11/05/00,Current,1,10/01/00,Current,National Broadsheet,Sunday,Broadsheet/Former Broadsheet,,
1800,"Daily Telegraph, The, The Sunday Telegraph and The Sunday Telegraph Scotland",Journalist,5701,@colinfreeman99,Colin Freeman,http://www.telegraph.co.uk/ AND http://www.telegraph.co.uk/scotland,Telegraph Media Group,,,,,,,,,,,Chieft Correspondent
1800,"Sunday Telegraph Scotland, The",Newspaper,5702,,,,,,,,,,,National Broadsheet Scotland,Scotland Edition,Scotland Edition,,
1900,"Economist, The",Newspaper,1900,@TheEconomist,,http://www.economist.com/,The Economist Group,,,,,,,,,,,
1900,"Economist, The",Journalist,1901,@kncukier,Kenneth Cukier,http://www.economist.com/,The Economist Group,,,,,,,,,,,Data Editor
1900,"Economist, The",Journalist,1902,@EconoScribe,Ludwig Siegele,http://www.economist.com/,The Economist Group,,,,,,,,,,,Technology Editor
1900,"Economist, The",Journalist,1903,@mattsteinglass,Matt Steinglass,http://www.economist.com/,The Economist Group,,,,,,,,,,,Europe Editor
1900,"Economist, The",Journalist,1904,@rosenthal_jon,Jonathan Rosenthal,http://www.economist.com/,The Economist Group,,,,,,,,,,,Africa Editor
1900,"Economist, The",Journalist,1905,@dlknowles,Daniel Knowles,http://www.economist.com/,The Economist Group,,,,,,,,,,,Africa Correspondent
1900,"Economist, The",Journalist,1906,@RosieBlau,Rosie Blau,http://www.economist.com/,The Economist Group,,,,,,,,,,,China Correspondent
1900,"Economist, The",Journalist,1907,@timjudah1,Tim Judah,http://www.economist.com/,The Economist Group,,,,,,,,,,,Balkans Correspondent
1900,"Economist, The",Journalist,1908,@NoahSneider,Noah Sneider,http://www.economist.com/,The Economist Group,,,,,,,,,,,Moscow Correspondent
1900,"Economist, The",Journalist,1909,@gilestremlett,Giles Tremlett,http://www.economist.com/,The Economist Group,,,,,,,,,,,Madrid Correspondent
1900,"Economist, The",Journalist,1910,@john_hooper,John Hooper,http://www.economist.com/,The Economist Group,,,,,,,,,,,Italy & Vatican Correspondetn
1900,"Economist, The",Journalist,1911,@Ananyo,Ananyo Bhattacharya,http://www.economist.com/,The Economist Group,,,,,,,,,,,Science Correspondent
1900,"Economist, The",Journalist,1912,@michaelreid52,Michael Reid,http://www.economist.com/,The Economist Group,,,,,,,,,,,Latin American Correspondent
1900,"Economist, The",Journalist,1913,@JeremyCliffe,Jeremy Cliffe,http://www.economist.com/,The Economist Group,,,,,,,,,,,Columnist
2000,Aberdeen Evening Express,Newspaper,2000,@EveningExpress,,https://www.eveningexpress.co.uk,D. C. Thomson & Co. Ltd,1,12-Jan-98,Current,,,,Local ,,Scotland Local,Aberdeen,
2100,Evening Times,Newspaper,2100,@TheEveningTimes,,http://www.eveningtimes.co.uk,Newsquest Media Group,1,07/10/00,Current,1,02/13/02,Current,Local ,,Scotland Local,,
2200,Financial Times,Newspaper,2200,@FT,,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",1,01/02/82,Current,1,01/02/98,Current,National Broadsheet,Daily,Broadsheet/Former Broadsheet,,More than 1 Twitter
2200,"Financial Times, The",Newspaper,2201,@FinancialTimes,,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",1,01/02/82,Current,1,01/02/98,Current,National Broadsheet,Daily,Broadsheet/Former Broadsheet,,
2200,"Financial Times, The",Journalist,2202,@lionelbarber,Lionel Barber,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Editor
2200,"Financial Times, The",Journalist,2203,@ChrisGiles_,Chris Giles,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Economics Editor
2200,"Financial Times, The",Journalist,2204,@GeorgeWParker,George Parker,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Political Editor
2200,"Financial Times, The",Journalist,2205,@SpiegelPeter,Peter Spiegel,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,News Editor Financial Times
2200,"Financial Times, The",Journalist,2206,@citizenlaura,Laura Miller,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,News Editor Financial Times Adviser
2200,"Financial Times, The",Journalist,2207,@ravmattu,Ravi Mattu,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Technology Editor
2200,"Financial Times, The",Journalist,2208,@gideonrachman,Gideon Rachman,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Chief Foreign Affairs Commentator
2200,"Financial Times, The",Journalist,2209,@sarahoconnor_,Sarah O'Connor,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Employment Correspondent
2200,"Financial Times, The",Journalist,2210,@PickardJE,Jim Pickard,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Chief Political Correspondent
2200,"Financial Times, The",Journalist,2211,@JananGanesh,Janan Ganesh,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Political Columnist
2200,"Financial Times, The",Journalist,2212,@lucykellaway,Lucy Kellaway,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Columnist
2200,"Financial Times, The",Journalist,2213,@andrewtghill,Andrew Hill,http://www.ft.com/home/uk,"The Financial Times Group, Nikkei Inc.",,,,,,,,,,,Management Columnist
2300,"Guardian, The",Newspaper,2300,@guardian,,http://www.theguardian.com/uk,Guardian Media Group,1,07/14/84,Current,1,01/01/98,Current,National Berliner,Daily,Broadsheet/Former Broadsheet,,
2300,"Guardian, The",Journalist,2301,@NilsPratley,Nils Pratley,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Financial Editor
2300,"Guardian, The",Journalist,2302,@patrickwintour,Patrick Wintour,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Diplomatic Editor
2300,"Guardian, The",Journalist,2303,@julianborger,Julian Borger,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,World Affair's Editor
2300,"Guardian, The",Journalist,2304,@nickhopkinsnews,Nick Hopkins,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Head of Investigations
2300,"Guardian, The",Journalist,2305,@alantravis40,Alan Travis,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Home Affairs Editor
2300,"Guardian, The",Journalist,2306,@JonathanHaynes,Jonathan Haynes,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Technology Editor
2300,"Guardian, The",Journalist,2307,@martinkettle,Martin Kettle,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Political Correspondent
2300,"Guardian, The",Journalist,2308,@marksweney,Mark Sweney,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Media Business Correspondent
2300,"Guardian, The",Journalist,2309,@hannahdev,Hannah Devlin,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Science Correspondent
2300,"Guardian, The",Journalist,2310,@pollytoynbee,Polly Toynbee,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Columnist
2300,"Guardian, The",Journalist,2311,@OwenJones84,Owen Jones,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Columnist
2300,"Guardian, The",Journalist,2312,@Freedland,Jonathan Freedland,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Columnist
2300,"Guardian, The",Journalist,2313,@MichaelWhite,Michael White,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Columnist
2300,"Guardian, The",Journalist,2314,@ameliagentleman,Amelia Gentleman,http://www.theguardian.com/uk,Guardian Media Group,,,,,,,,,,,Reporter
2400,"Herald, The (Glasgow)",Newspaper,2400,@heraldscotland,,http://www.heraldscotland.com/,Newsquest Media Group,1,01/01/92,Current,1,01/01/98,Current,National Broadsheet Scotland,,Scotland ,,
2400,"Herald, The (Glasgow)",Journalist,2401,@Herald_Editor,Magnus Llewellin,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,Editor in Chief
2400,"Herald, The (Glasgow)",Journalist,2402,@ianmcconnellHT,Ian McConnell,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,Business Editor
2400,"Herald, The (Glasgow)",Journalist,2403,@GardhamHT,Magnus Gardham,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,Political Editor
2400,"Herald, The (Glasgow)",Journalist,2404,@LeaskyHT,David Leask,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,Chief Reporter
2400,"Herald, The (Glasgow)",Journalist,2405,@DanSandersonHT,Dan Sanderson,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,Political Correspondent
2400,"Herald, The (Glasgow)",Journalist,2406,@iainmacwhirter,Iain Macwhirter,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,"Columnist, also for Sunday Herald"
2500,i,Newspaper,2500,@theipaper,,https://inews.co.uk/,Johnston Press,1,10/28/10,Current,,,,,,,,
2500,i,Journalist,2501,@olyduff,Oly Duff,https://inews.co.uk/,Johnston Press,,,,,,,,,,,Editor
2500,i,Journalist,2502,@NigelpMorris,Nigel Morris,https://inews.co.uk/,Johnston Press,,,,,,,,,,,Political Editor
2500,i,Journalist,2503,@adamsherwin10,Adam Sherwin,https://inews.co.uk/,Johnston Press,,,,,,,,,,,Arts and Media Correspondent
2600,"Independent, The (London)",Newspaper,2600,@Independent,,http://www.independent.co.uk/,Independent News and Media,1,09/19/88,Current,1,08/01/92,Current,National Compact,Daily,Broadsheet/Former Broadsheet,,same newspaper
2600,"Independent, The (Barnsley)",Newspaper,2601,@Independent,,,,,,,,,,Local,,England Local,Barnsley,same newspaper
2600,"Independent, The (Scotland)",Newspaper,2602,@Independent,,,,,,,,,,National Broadsheet Scotland,,Scotland ,,same newspaper
2600,"Independent, The",Journalist,2603,@BenChu_,Ben Chu,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Economics Editor
2600,"Independent, The",Journalist,2604,@ianherbs,Ian Herbert,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Chief Sports Writer
2600,"Independent, The",Journalist,2605,@MarkOgden_,Mark Ogden,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Chief Football Correspondent
2600,"Independent, The",Journalist,2606,@janemerrick23,Jane Merrick,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Columnist
2600,"Independent, The",Journalist,2607,@JohnRentoul,John Rentoul,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Chief Political Commentator
2600,"Independent, The",Journalist,2608,@oliver_wright,Oliver Wright,http://www.independent.co.uk/,Independent News and Media,,,,,,,,,,,Political Editor
2600,"Independent on Sunday, The",Newspaper,2610,@Independent,,,,1,01/28/90,Current,1,08/01/92,Current,National Compact,Sunday,Broadsheet/Former Broadsheet,,same newspaper
2700,"Irish News, The",Newspaper,2700,@irish_news,,http://www.irishnews.com,Fitzpatrick Family,1,07/02/01,Current,,,,,,,,
2800,ITV News,TV,2800,@itvnews,,http://www.itv.com/news/,,,,,,,,,,,,
2800,ITV News,Journalist TV,2801,@Peston,Robert Peston,http://www.itv.com/news/,,,,,,,,,,,,Political Editor
2800,ITV News,Journalist TV,2802,@alokjha,Alok Jha,http://www.itv.com/news/,,,,,,,,,,,,Science Correspondent
2900,Leading Britain's Conversation,Radio,2900,@LBC,,http://www.lbc.co.uk,Global Radio,,,,,,,,,,,
3000,London Evening Standard,Newspaper,3000,@standardnews,,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,
3000,London Evening Standard,Journalist,3001,@JoeMurphyLondon,Joe Murphy,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Political Editor
3000,London Evening Standard,Journalist,3002,@nicholascecil,Nicholas Cecil,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Deputy Political Editor
3000,London Evening Standard,Journalist,3003,@LucyH_J,Lucy Hunter Johnston,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Features Editor
3000,London Evening Standard,Journalist,3004,@martinbentham,Martin Bentham,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Home Affairs Editor
3000,London Evening Standard,Journalist,3005,@_jdavenport,Justin Davenport,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Crime Editor
3000,London Evening Standard,Journalist,3006,@JoeWatts_,Joe Watts,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Political Correspondent
3000,London Evening Standard,Journalist,3007,@robindepeyer,Robin de Peyer,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Assistant Digital News Editor
3000,London Evening Standard,Journalist,3008,@cohenstandard,David Cohen,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Campaigns Editor and Chief Feature Writer
3000,London Evening Standard,Journalist,3009,@kirkkorner,Tristan Kirk,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Court reporter
3000,London Evening Standard,Journalist,3010,@Alistair_Foster,Alistair Foster,http://www.standard.co.uk/,Lebedev and DMGT,,,,,,,,,,,Showbusiness Correspondent and West End columnist
3300,"Morning Star, The",Newspaper,3300,@M_Star_Online,,https://www.morningstaronline.co.uk,People's Press Printing Society,,,,,,,,,,,
3400,"National, The",Newspaper,3400,@ScotNational,,http://www.thenational.scot/,Newsquest Media Group,,,,,,,,,,,
3500,New Scientist,Newspaper,3500,@newscientist,,https://www.newscientist.com,Reed Business Information Ltd,,,,,,,,,,,Scientific Magazine
3600,"Observer, The",Newspaper,3600,@ObsMagazine,,http://www.theguardian.com/observer,Guardian Media Group,,,,,,,,,,,
3600,"Observer, The",Journalist,3601,@tobyhelm,Toby Helm,http://www.theguardian.com/observer,Guardian Media Group,,,,,,,,,,,Political Editor
3600,"Observer, The",Journalist,3602,@andrewrawnsley,Andrew Rawnsley,http://www.theguardian.com/observer,Guardian Media Group,,,,,,,,,,,Chief Political Commentator
3800,Private Eye,Newspaper,3800,@PrivateEyeNews,,http://www.private-eye.co.uk/,Pressdram Ltd,,,,,,,,,,,Political Magazine
3900,"Scotsman, The ",Newspaper,3901,@TheScotsman,,http://www.scotsman.com/,Johnston Press,1,07/21/04,Current,1,01/01/98,Current,National Broadsheet Scotland,,Scotland ,,staff listed under the Scotsman
3900,Scotland on Sunday ,Newspaper,3902,@scotonsunday,,http://www.scotsman.com/,Johnston Press,1,05/14/06,Current,1,01/01/98,Current,National Broadsheet Scotland,,Scotland ,,
3900,"Scotsman, The ",Journalist,3903,@scottjamesreid,Scott Reid,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Deputy Business Editor and Business/Finance Columnist
3900,"Scotsman, The ",Journalist,3904,@JanetChristie2,Janet Christie,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Columnist and Travel Editor (Scotland on Sunday)
3900,"Scotsman, The ",Journalist,3905,@chris_scotsman,Chris Marshall,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Home Affairs Correspondent
3900,"Scotsman, The ",Journalist,3906,@TomPeterkin,Tom Peterkin,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Political Editor
3900,"Scotsman, The ",Journalist,3907,@ScottMacnab,Scott MacNab,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Political Correspondent
3900,"Scotsman, The ",Journalist,3910,@scotsmanIanS,Ian Stewart,http://www.scotsman.com/,Johnston Press,,,,,,,,,,,Editor
4300,"Scottish Sun, The",Newspaper,4300,@ScottishSun,,http://www.thescottishsun.co.uk,News Corp,,,,,,,National Tabloid Scotland,,Scotland ,,
4300,"Scottish Sun, The",Journalist,4301,@simonhouston68,Simon Houston,http://www.thescottishsun.co.uk,News Corp,,,,,,,,,,,Content Editor
4300,"Scottish Sun, The",Journalist,4302,@Hannahnaman,Roger Hannah,http://www.thescottishsun.co.uk,News Corp,,,,,,,,,,,Sports Editor
4300,"Scottish Sun, The",Journalist,4303,@MBendoris,Matt Bendoris,http://www.thescottishsun.co.uk,News Corp,,,,,,,,,,,Chief Features Writer
4300,"Scottish Sun, The",Journalist,4304,@KennyMcAlpine,Kenny McAlpine,http://www.thescottishsun.co.uk,News Corp,,,,,,,,,,,Reporter
4300,"Scottish Sun, The",Journalist,4305,@Cheryl84Smith,Cheryl Smith,http://www.thescottishsun.co.uk,News Corp,,,,,,,,,,,Reporter
4400,"Scottish Sunday Express, The",Newspaper,4400,@ScotExpress,,http://www.scottishsundayexpress.co.uk,Richard Desmond,,,,,,,National – Mid Market ,Scotland Edition,Scotland Edition,,
4600,Sky,TV,4600,@SkyNews,,http://news.sky.com/,News Corp,,,,,,,,,,,
4600,Sky,Journalist TV,4601,@adamboultonSKY,Adam Boulton,http://news.sky.com/,,,,,,,,,,,,"Presenter, Political Columnist Sunday Times"
4600,Sky,Journalist TV,4602,@skynewsniall,Niall Paterson,http://news.sky.com/,,,,,,,,,,,,Presenter and Correspondent
4600,Sky,Journalist TV,4603,@EdConwaySky,Edmund Conway,http://news.sky.com/,,,,,,,,,,,,Economics Editor
4600,Sky,Journalist TV,4604,@faisalislam,Faisal Islam,http://news.sky.com/,,,,,,,,,,,,Political Editor
4600,Sky,Journalist TV,4605,@BethRigby,Beth Rigby,http://news.sky.com/,,,,,,,,,,,,Senior Political Correspondent
4600,Sky,Journalist TV,4606,@AliBunkallSKY,Alistair Bunkall,http://news.sky.com/,,,,,,,,,,,,Defence Correspondent
4600,Sky,Journalist TV,4607,@skymartinbrunt,Martin Brunt,http://news.sky.com/,,,,,,,,,,,,Crime Correspondent
4600,Sky,Journalist TV,4608,@Stone_SkyNews,Mark Stone,http://news.sky.com/,,,,,,,,,,,,Europe Correspondent
4600,Sky,Journalist TV,4609,@skymarkwhite,Mark White,http://news.sky.com/,,,,,,,,,,,,Home Affairs Correspondent
4600,Sky,Journalist TV,4610,@RaynerSkyNews,Tom Rayner,http://news.sky.com/,,,,,,,,,,,,Foreign Correspondent
4700,"Spectator, The",Newspaper,4700,@spectator,,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Political Magazine
4700,"Spectator, The",Journalist,4701,@FraserNelson,Fraser Nelson,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Editor
4700,"Spectator, The",Journalist,4702,@IsabelHardman,Isabel Hardman,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Assistant Editor
4700,"Spectator, The",Journalist,4703,@alexmassie,Alex Massie,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Scotland Editor
4700,"Spectator, The",Journalist,4704,@JGForsyth,James Forsyth,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Political Editor
4700,"Spectator, The",Journalist,4705,@goodenoughtom,Tom Goodenough,http://www.spectator.co.uk/,David and Frederick Barcla,,,,,,,,,,,Online News Editor
4800,STV News,TV,4800,@STVNews,,http://stv.tv/news,,,,,,,,,,,,
4800,STV News,Journalist TV,4801,@mattjroper,Matt Roper,http://stv.tv/news,,,,,,,,,,,,Digital Editor
4800,STV News,Journalist TV,4802,@STVColin,Colin Mackay,http://stv.tv/news,,,,,,,,,,,,Holyrood Editor
4800,STV News,Journalist TV,4803,@AidanKerrPol,Aidan Kerr,http://stv.tv/news,,,,,,,,,,,,Politics Reporter
4800,STV News,Journalist TV,4804,@TyroneSTV,Tyrone Smith,http://stv.tv/news,,,,,,,,,,,,Sports Reporter
4900,"Sun, The",Newspaper,4900,@TheSun,,http://www.thesun.co.uk/sol/homepage/,News Corp,1,12/31/99,Current,1,01/01/96,Current,National Tabloid,Daily,Tabloid,,
4900,"Sun, The",Journalist,4901,@tnewtondunn,Tom Newton Dunn,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Politcal Editor
4900,"Sun, The",Journalist,4902,@craigawoodhouse,Craig Woodhouse,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Chief Political Correspondent
4900,"Sun, The",Journalist,4903,@MrHarryCole,Harry Cole,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Westminster Correspondent
4900,"Sun, The",Journalist,4904,@DavidWilletts3,David Willets,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Defence Editor
4900,"Sun, The",Journalist,4905,@sarah_barns,Sarah Barns,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Senior Digital Features Writer
4900,"Sun, The",Journalist,4906,@Kathryn_Cain,Kathryn Cain,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Digital News Journalist
4900,"Sun, The",Journalist,4907,@realRobertFisk,Robert Fisk,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Political Columnist
5000,"Sun on Sunday, The",Newspaper,5000,@TheSunOnSunday,,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,National Tabloid,Sunday,Tabloid,,
5000,"Sun on Sunday, The",Journalist,5001,@DavidWooding,David Wooding,http://www.thesun.co.uk/sol/homepage/,News Corp,,,,,,,,,,,Political Editor
5100,Sunday Express,Newspaper,5100,@sundayexpress1,,http://www.express.co.uk/news/sunday,Richard Desmond,1,01/01/99,Current,,,,National Tabloid,Sunday,Middle-Market Tabloid,,
5100,Sunday Express,Journalist,5101,,James Murray,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Investigations Editor
5100,Sunday Express,Journalist,5102,@AmyPacker,Amy Packer,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Features Editor
5100,Sunday Express,Journalist,5103,@FinanceHog,Geoff Ho,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,City Editor
5100,Sunday Express,Journalist,5104,@lucyjohnston439,Lucy Johnston,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Health Editor
5100,Sunday Express,Journalist,5105,@CamillaTominey,Camilla Tominey,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Royal Editor
5100,Sunday Express,Journalist,5106,,Scott Wilson,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Sports Editor
5100,Sunday Express,Journalist,5107,@Clairywoowoo,Clair Woodward,http://www.express.co.uk/news/sunday,Richard Desmond,,,,,,,,,,,Arts & Entertainment Editor
5200,Sunday Herald ,Newspaper,5200,@newsundayherald,,http://www.heraldscotland.com/,Newsquest Media Group,1,02/07/99,Current,1,01/01/98,Current,National Broadsheet Scotland,,Scotland ,,
5200,Sunday Herald,Journalist,5201,@HTScotPol,Tom Gordon,http://www.heraldscotland.com/,Newsquest Media Group,,,,,,,,,,,
5500,Sunday People,Newspaper,5500,@thesundaypeople,,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,
5500,Sunday People,Journalist,5501,@dom_herbert,Dominic Herbert,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,News Editor
5500,Sunday People,Journalist,5502,@NicholasOwens,Nick Owens,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Head of News
5500,Sunday People,Journalist,5503,@Nigel Nelson,Nigel Nelson,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Political Commentator
5500,Sunday People,Journalist,5504,@mudiek,Keir Mudie,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Social Affairs Correspondent
5500,Sunday People,Journalist,5505,@Neil_Moxley,Neil Moxley,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Chief Sports Writer
5500,Sunday People,Journalist,5506,@AndyDunn_SM,Andy Dunn,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Sports Writer
5500,Sunday People,Journalist,5507,@Nick_Dorman,Nick Dorman,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Crime Reporter
5500,Sunday People,Journalist,5508,@NadaFarhoud,Nada Farhoud,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Features Editor
5500,Sunday People,Journalist,5509,@geraldine_mck,Geraldine McKelvie,http://www.mirror.co.uk/all-about/sunday-people,Trinity Mirror plc,,,,,,,,,,,Features Writer
5600,"Sunday Post, The",Newspaper,5600,@Sunday_Post,,https://www.sundaypost.com,D. C. Thomson & Co. Ltd,,,,,,,National Tabloid Scotland,,Scotland ,,
5600,"Sunday Post, The",Journalist,5601,@andrewpicken1,Andew Picken,https://www.sundaypost.com,D. C. Thomson & Co. Ltd,,,,,,,,,,,Political Editor
5800,"Sunday Times, The",Newspaper,5800,@thesundaytimes,,http://www.thetimes.co.uk/,News Corp,1,07/01/85,Current,1,07/01/85,Current,National Broadsheet,Sunday,Broadsheet/Former Broadsheet,,
5800,"Sunday Times, The",Journalist,5801,@ChandrePrince,Chandre Prince,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,National News Editor
