OutletID,Outlet,Type,JournalistID,Twitter Handle,Journalist,Website,Owner,Nexis,NexisBeginning,NexisEnd,Newsbank,NewsbankBeginning,NewsbankEnd,Type,Publication,Category,City,Notes
5800,"Sunday Times, The",Journalist,5802,@dsmitheconomics,David Smith,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Economics Editor
5800,"Sunday Times, The",Journalist,5803,@ShippersUnbound,Tim Shipman,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Political Editor
5800,"Sunday Times, The",Journalist,5804,@STJamesl,James Lyons,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Deputy Political Editor
5800,"Sunday Times, The",Journalist,5806,@SianGriffiths6,Sian Griffiths,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Education Editor
5800,"Sunday Times, The",Journalist,5807,@DavidCollinsST,David Collins,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Defence Correspondent
5800,"Sunday Times, The",Journalist,5808,@DuncanCastles,Duncan Castles,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Sport Correspondent
5800,"Sunday Times, The",Journalist,5809,@TomJHarper,Tom Harper,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Home Affairs Correspondent
5900,"Sunday Times Scotland, The",Newspaper,5900,@SundayTimesScot,,http://www.thesundaytimes.co.uk/Scotland,News Corp,,,,,,,National Broadsheet Scotland,Scotland Edition,Scotland Edition,,
5900,"Sunday Times Scotland, The",Journalist,5901,@SundayTimesSco,Jason Allardyce,http://www.thesundaytimes.co.uk/Scotland,News Corp,,,,,,,,,,,Scottish Editor
5900,"Sunday Times Scotland, The",Journalist,5902,@greigcameron,Greig Cameron,http://www.thesundaytimes.co.uk/Scotland,News Corp,,,,,,,,,,,Scottish Business Editor
5900,"Sunday Times Scotland, The",Journalist,5903,@KennyFarq,Kenny Farquharson,http://www.thesundaytimes.co.uk/Scotland,News Corp,,,,,,,,,,,Senior Writer
6000,"Times, The",Newspaper,6000,@thetimes,,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,
6000,"Times, The",Journalist,6001,@harrynwilson,Harry Wilson,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,City Editor
6000,"Times, The",Journalist,6002,@fletcherr,Richard Fletcher,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Business Editor
6000,"Times, The",Journalist,6003,@aliosborne20,Alistair Osborne,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Chief Business Commentator
6000,"Times, The",Journalist,6004,@elliotttimes,Francis Elliot,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Political Editor
6000,"Times, The",Journalist,6005,@SamCoatesTimes,Sam Coates,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Deputy Politcal Editor
6000,"Times, The",Journalist,6006,@haynesdeborah,Deborah Haynes,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Defence Editor
6000,"Times, The",Journalist,6007,@Fhamiltontimes,Fiona Hamilton,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Crime and Security Editor
6000,"Times, The",Journalist,6008,@DickinsonTimes,Matt Dickinson,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Chief Sports Writer
6000,"Times, The",Journalist,6009,,Paul Ackford,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Rugby Correspondent
6000,"Times, The",Journalist,6010,@DAaronovitch,David Aronovitch,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Columnist
6000,"Times, The",Journalist,6011,@Dannythefink,Daniel Finkelstein,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Political Columnist
6000,"Times, The",Journalist,6012,@RFord64,Richard Ford,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Home Correspondent
6000,"Times, The",Journalist,6013,@TomCoghlan,Tom Coghlan,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Middle East Correspondent
6000,"Times, The",Journalist,6014,@TimesONeill,Sean O'Neill,http://www.thetimes.co.uk/,News Corp,,,,,,,,,,,Chief Reporter
6100,"Western Mail, The",Newspaper,6100,@WalesOnline,,http://www.walesonline.co.uk,Trinity Mirror Group,1,01/01/01,Current,1,11/28/01,Current,National Wales,,Wales,,
6100,"Western Mail, The",Journalist,6101,@CatPascoe,Catrin Pascoe,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Western Mail Editor
6100,"Western Mail, The",Journalist,6102,@AledBlake,Aled Blake,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,News Editor and Columnist
6100,"Western Mail, The",Journalist,6103,@cathymediawales,Cathy Owen,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Breaking News Editor
6100,"Western Mail, The",Journalist,6104,@dp_williamson,David Williamson,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Political Editor
6100,"Western Mail, The",Journalist,6105,@karenmediawales,Karen Price,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Acting Editor What's On/Lifestyle
6100,"Western Mail, The",Journalist,6106,@liz_day_mw,Liz Day,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Senior Reporter
6100,"Western Mail, The",Journalist,6107,@asoundreaction,David Owens,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Senior Reporter
6100,"Western Mail, The",Journalist,6108,@JessFlynnMorgan,Jessica Morgan,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Reporter
6100,"Western Mail, The",Journalist,6109,@ChrisWathan,Chris Wathan,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Football Reporter
6100,"Western Mail, The",Journalist,6110,@andyhowellsport,Andy Howell,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Rugby Reporter
6100,"Western Mail, The",Journalist,6111,@KathW80,Kathryn Williams,http://www.walesonline.co.uk,Trinity Mirror Group,,,,,,,,,,,Showbiz reporter
6200,Wales on Sunday,Newspaper,6200,@WalesonSunday,,http://www.walesonline.co.uk,Trinity Mirror Group,1,01/07/01,Current,1,11/25/01,Current,,,,,
6300,Y Cymro,Newspaper,6300,@Y_Cymro,,http://www.y-cymro.com,Tindle Newspapers,,,,,,,,,,,
10002,"Press and Journal, The (Aberdeen Press and Journal)",Newspaper,10002,@pressjournal,,https://www.pressandjournal.co.uk,DC Thomson and Co. Ltd.,1,12-Jan-98,Current,,,,"Regional, Local",,Scotland Local,Aberdeen,
10003,Abergele Visitor,Newspaper,10003,,,,,,,,,,,Regional ,,Wales,,
10004,Abingdon Herald,Newspaper,10004,@heraldseriesnew,,,,1,16-May-07,10-Sep-08,,,,Local,,England Local,Abingdon,
10005,Accrington Observer,Newspaper,10005,@AccringtonNews,,,,,,,,,,Local,,England Local,Accrington,
10006,"Advertiser, The",Newspaper,10006,,,,,,,,,,,Local,,England Local,"North Yorkshire, Norwich, Chesterfield",
10007,Aintree & Maghull Champion,Newspaper,10007,@champnews,,,,,,,,,,Regional,Weekly,England Regional,,
10008,Airdrie & Coatbridge Advertiser,Newspaper,10008,@acadvertiser,,,,1,02-Feb-11,Current,,,,,,,,
10009,Alton Herald,Newspaper,10009,,,,,,,,,,,Local,,England Local,Alton,
10010,Andersonstown News,Newspaper,10010,@ATownNews,,,,,,,,,,Local,,Northern Ireland Local,Belfast,
10011,Andover Advertiser,Newspaper,10011,@AndoverAd,,,,1,05/05/07,Current,,,,,,,,
10012,Anfield & Walton Champion ,Newspaper,10012,@champnews,,,,,,,,,,Regional,Weekly,England Regional,,
10013,Antrim Guardian,Newspaper,10013,,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10014,Antrim Times,Newspaper,10014,,,,,1,05/12/09,Current,,,,Local,,Northern Ireland Local,County Antrim,
10015,"Argus, The",Newspaper,10015,@brightonargus,,,,1,01/01/98,Current,,,,"Regional, Local",,"England Regional, Local",Brighton,
10016,Armagh Advertiser,Newspaper,10016,,,,,,,,,,,Local,,Northern Ireland Local,County Armagh,
10017,Ashbord Adscene,Newspaper,10017,,,,,1,06/13/08,12/08/11,,,,,,,,
10018,Ashbourne News Telegraph,Newspaper,10018,@AshbourneNews,,,,1,02/13/02,Current,,,,,,,,
10019,Ashford Herald,Newspaper,10019,@AshfordHerald,,,,,,,,,,"Regional, Local",,"England Regional, Local","Ashford, Kent",
10020,Asian Image,Newspaper,10020,@asianimage,,,,1,05/16/07,Current,,,,,,,,
10021,"Asian Today, The (Midlands)",Newspaper,10021,@TheAsianToday,,,,,,,,,,Regional,,England Regional,,
10022,Bakewell Today,Newspaper,10022,@bakewell_today,,,,1,05/11/09,Current,,,,,,,,
10023,Ballycastle Chronicle,Newspaper,10023,,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10024,Ballyclare Gazette,Newspaper,10024,,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10025,Ballymena Guardian,Newspaper,10025,,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10026,Ballymena Times,Newspaper,10026,@Ballymena_Times,,,,1,02/09/09,Current,,,,Local,,Northern Ireland Local,County Antrim,
10027,Ballymoney Chronicle,Newspaper,10027,,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10028,Ballymoney Times,Newspaper,10028,@BMoney_Times,,,,1,05/01/09,Current,,,,,,,,
10029,Banbridge Leader,Newspaper,10029,@banleader,,,,1,09/07/10,Current,,,,,,,,
10030,Banbury Cake,Newspaper,10030,@banburycakenews,,,,1,05/23/07,05/14/08,,,,Local,,England Local,Banbury,
10031,Banbury Guardian,Newspaper,10031,@banburynews,,,,1,02/12/09,Current,,,,Local,,England Local,Banbury,
10032,Bangor and Anglesey Mail,Newspaper,10032,,,,,,,,,,,Regional ,,Wales,,
10033,Bangor Spectator,Newspaper,10033,,,,,,,,,,,Local,,Northern Ireland Local,County Down,
10034,Barking & Dagenham Post,Newspaper,10034,@BDPost,,,,1,05/11/11,Current,,,,Local,,England Local,,
10035,Barking & Dagenham Recorder,Newspaper,10035,,,,,,,,,,,Local,,England Local,London,
10036,Barking & Dagenham Yellow Advertiser,Newspaper,10036,,,,,,,,,,,Local,,England Local,London,
10037,"Barnsley Chronicle, The",Newspaper,10037,,,,,,,,,,,Local,,England Local,Barnsley,
10038,Barry and District News,Newspaper,10038,,,,,1,05/17/07,Current,,,,,,,,
10039,Basildon Recorder,Newspaper,10039,,,,,1,06/26/13,Current,,,,,,,,
10040,Basildon Yellow Advertiser,Newspaper,10040,@BasildonYA,,,,,,,,,,Local,,England Local,Basildon,
10041,Basingstoke Gazette,Newspaper,10041,@BasGazette,,,,1,05/16/07,Current,,,,Local,,England Local,Basingstoke,
10042,Basingstoke Observer,Newspaper,10042,@BasingstokeNews,,,,,,,,,,Local,,England Local,Basingstoke,
10043,Batley News,Newspaper,10043,@Batley_News,,,,1,01/08/09,Current,,,,,,,,
10044,Beccles and Bungay Journal,Newspaper,10044,@BBJournal24,,,,1,07/29/11,Current,,,,,,,,
10045,Bedford Today,Newspaper,10045,,,,,1,02/09/09,Current,,,,,,,,
10046,Bedfordshire on Sunday,Newspaper,10046,@bedfordnews,,,,1,01/30/07,08/03/14,,,,Local,,England Local,Bedfordshire,
10050,Belper News,Newspaper,10050,@belperlatest,,,,1,02/04/09,Current,,,,,,,,
10051,Berhamsted & Tring Gazette,Newspaper,10051,,,,,1,05/02/12,Current,,,,,,,,
10052,Berrow's Worcester Journal,Newspaper,10052,,,,,,,,,,,Local,,England Local,Worcester,
10053,Berwick Advertiser,Newspaper,10053,@BAdvertiser,,,,1,09/16/08,Current,,,,Regional,,England Regional,,
10054,Berwickshire News,Newspaper,10054,@theberwickshire,,,,1,02/11/09,Current,,,,,,,,
10055,Beverly Guardian,Newspaper,10055,@BevGuardian,,,,1,02/12/09,Current,,,,,,,,
10056,Bexhill Observer,Newspaper,10056,@BexhillObs,,,,1,02/10/09,Current,,,,,,,,
10057,Bexley Mercury,Newspaper,10057,,,,,,,,,,,Local,,England Local,London,
10058,Bexley Times,Newspaper,10058,@BexleyTimes,,,,1,02/02/11,07/05/12,,,,Local,,England Local,London,
10059,Bicester Advertiser,Newspaper,10059,@bicesternews,,,,1,01/01/00,Current,,,,Local,,England Local,Bicester,
10060,Bicester Review,Newspaper,10060,@AdvertiserGrp,,,,,,,,,,Local,,England Local,Bicester,
10061,Biggleswade Chronicle,Newspaper,10061,@BiggyChronicle,,,,1,02/03/09,Current,,,,,,,,
10062,Birmingham Evening Mail,Newspaper,10062,@birminghammail,,,,1,02/01/98,Current,,,,Regional,,England Regional,,
10063,Birmingham Post,Newspaper,10063,@birminghampost,,,,1,02/02/98,Current,,,,Local,Weekly,England Local,Birmingham,
10064,Bishop's Stortford Citizen,Newspaper,10064,,,,,1,05/16/07,06/19/08,,,,,,,,
10065,Black County Bugle,Newspaper,10065,,,,,1,01/22/14,Current,,,,,,,,
10066,Blackmore Vale Magazine,Newspaper,10066,@bvmmagazine,,,,1,06/13/08,Current,,,,,,,,
10067,Blackpool Citizen,Newspaper,10067,,,,,1,05/15/07,12/23/08,,,,,,,,
10068,Blackpool Gazette,Newspaper,10068,@The_Gazette,,,,1,09/10/05,Current,,,,Local,,England Local,Blackpool,
10069,Bognor Regis Observer,Newspaper,10069,@BogObserver,,,,1,05/09/12,Current,,,,,,,,
10070,Bolton News,Newspaper,10070,@TheBoltonNews,,,,1,01/01/98,Current,,,,Local,,England Local,Bolton,
10071,Bo'ness Journal,Newspaper,10071,,,,,1,05/10/12,Current,,,,,,,,
10072,Bootle Champion,Newspaper,10072,@champnews,,,,,,,,,,Local,,England Local,Bootle,
10073,Borehamwood Times,Newspaper,10073,@Bwood_Times,,,,1,05/16/07,Current,,,,,,,,
10074,Boston Standard,Newspaper,10074,@standardboston,,,,1,02/10/09,Current,,,,Local,,England Local,"Boston, Lincolnshire",
10075,Boston Target,Newspaper,10075,@BostonTarget,,,,,,,,,,Local,,England Local,"Boston, Lincolnshire",
10076,Bourne Local,Newspaper,10076,@thebournelocal,,,,1,02/13/09,Current,,,,Local,,England Local,"Bourne, Lincolnshire",
10077,Bournemouth Daily Echo,Newspaper,10077,@Bournemouthecho,,,,1,01/01/70,Current,,,,Regional,,England Regional,,
10078,Bracknell & Ascot Times,Newspaper,10078,,,,,,,,,,,Local,,England Local,Ascot,
10079,Bracknell Midweek,Newspaper,10079,,,,,,,,,,,Local,,England Local,Bracknell,
10080,Bracknell News,Newspaper,10080,@bracknellnews,,,,,,,,,,Local,,England Local,Bracknell,
10081,Bracknell Standard,Newspaper,10081,@getbracknell,,,,,,,,,,Local,,England Local,Bracknell,
10082,Bradford Telegraph and Argus,Newspaper,10082,@Bradford_TandA,,,,1,01/01/07,Current,,,,Local,,England Local,Bradford,
10083,"Bradfordian, The",Newspaper,10083,@TheBradfordian,,,,,,,,,,Local,,England Local,Bradford,
10084,Braintree and Witham Times,Newspaper,10084,@BraintreeTimes,,,,1,05/16/07,Current,,,,Local,,England Local,"Braintree, Essex",
10085,Brechin Advertiser,Newspaper,10085,@The_Brechiner,,,,1,02/12/09,Current,,,,,,,,
10086,Brent & Wembley Leader,Newspaper,10086,,,,,,,,,,,Local,,England Local,London,
10087,Brentwood Gazette,Newspaper,10087,@Gazetteseries,,,,1,09/15/10,Current,,,,Local,,England Local,Brentwood,
10088,Brentwood Weekly News,Newspaper,10088,@BrentwoodWNews,,,,1,05/17/07,Current,,,,,,,,
10089,Bridgwater Mercury,Newspaper,10089,@BWMercury,,,,1,05/16/07,Current,,,,,,,,
10090,Bridlington Free Press,Newspaper,10090,,,,,1,01/07/08,Current,,,,Local,,England Local,Bridlington,
10091,Bridport and Lyme Regis News and The Bridgeport News,Newspaper,10091,@thebridportnews,,,,1,05/17/07,Current,,,,Local,,England Local,Bridport (Dorset),
10093,Brighouse Echo,Newspaper,10093,@Brighouse_Echo,,,,1,02/12/09,Current,,,,Local,Weekly,England Local,Brighouse,
10094,Bristol Evening Post,Newspaper,10094,,,,,,,,,,,Local,,England Local,Bristol,
10095,Bristol Observer ,Newspaper,10095,@BristolObserver,,,,1,01/14/14,Current,,,,Local,Weekly,England Local,Bristol,
10096,"Bristol Post, The",Newspaper,10096,@BristolPost,,,,1,01/01/97,Current,,,,Regional,,England Regional,,
10097,Bromsgrove Advertiser,Newspaper,10097,@Brom_Advertiser,,,,1,05/16/07,Current,,,,,,,,
10098,Bromsgrove Standard,Newspaper,10098,@BromStandard,,,,,,,,,,Local,,England Local,Bromsgrove,
10099,Buchan Observer,Newspaper,10099,@buchanienews,,,,1,05/05/09,Current,,,,,,,,
10100,"Buckingham and Winslow Advertiser, The",Newspaper,10100,@AdvertiserGrp,,,,1,05/02/12,Current,,,,Local,,England Local,Buckingham,
10101,Bucks Examiner,Newspaper,10101,,,,,,,,,,,Local,Weekly,England Local,Chesham,
10102,Bucks Free Press,Newspaper,10102,@bucksfreepress,,,,1,05/16/07,Current,,,,Regional,,England Regional,,
10103,Bucks Herald,Newspaper,10103,@bucks_herald,,,,1,02/21/09,Current,,,,Local,,England Local,Aylesbury,
10104,Bude & Stratton Post,Newspaper,10104,@ThePostSeries,,,,,,,,,,Local,,England Local,Bude (Cornwall),
10105,Burnham & Highbridge Weekly News,Newspaper,10105,@BHWeeklyNews,,,,1,05/15/07,Current,,,,,,,,
10106,Burnley Express,Newspaper,10106,@BurnleyExpress,,,,1,05/10/12,Current,,,,Local,,England Local,Burnley,
10107,Burton Advertiser,Newspaper,10107,@Burton_Advertis,,,,1,07/17/14,Current,,,,,,,,
10108,Burton Mail,Newspaper,10108,@BurtonMailNews,,,,1,08/03/11,Current,,,,Local,,England Local,Burton-upon-Trent,
10109,Bury Free Press,Newspaper,10109,@buryfree,,,,1,11/21/08,Current,,,,Local,,England Local,Bury St. Edmunds,
10110,Bury Times,Newspaper,10110,@BuryTimes,,,,1,05/17/07,Current,,,,Local,,England Local,Bury,
10111,"Buteman, The",Newspaper,10111,@the_buteman,,,,1,02/12/09,Current,,,,,,,,
10112,Buxton Advertiser,Newspaper,10112,@Buxton_News,,,,1,02/12/09,Current,,,,Local,,England Local,Buxton,
10113,Caernarfon Herald,Newspaper,10113,@CDHerald,,,,,,,,,,Regional ,,Wales,,
10114,Cambrian News,Newspaper,10114,@CambrianNews,,,,,,,,,,Regional ,,Wales,,
10115,Cambridge Evening News,Newspaper,10115,,,,,1,06/28/02,Current,,,,Local,,England Local,Cambridge,
10116,Cambridge First,Newspaper,10116,,,,,1,03/24/11,06/19/02,,,,,,,,
10117,Cambridge News,Newspaper,10117,@CambridgeNewsUK,,,,,,,,,,Regional,,England Regional,,
10118,"Cambs Times, The",Newspaper,10118,@cambstimes,,,,1,03/25/11,Current,,,,,,,,
10119,Camden Gazette,Newspaper,10119,,,,,,,,,,,Local,,England Local,London,
10120,Camden New Journal,Newspaper,10120,@NewJournal,,,,,,,,,,Local,,England Local,London,
10121,Camelford & Delabole Post,Newspaper,10121,@ThePostSeries,,,,,,,,,,Local,,England Local,Camelford (Cornwall),
10122,Campaign Series,Newspaper,10122,@campaignseries,,,,1,05/16/07,Current,,,,,,,,
10123,Canterbury Times,Newspaper,10123,@TimesSeries,,,,1,06/13/08,Current,,,,Local,,England Local,Canterbury,
10124,Carluke Lanark Gazette,Newspaper,10124,@cl_gazette,,,,1,05/09/12,Current,,,,,,,,
10125,Carmarthen Journal,Newspaper,10125,@Carmjournal,,,,1,09/15/10,Current,,,,Regional ,,Wales,,
10126,Carrick Gazette,Newspaper,10126,@CarrGaz,,,,1,07/02/10,Current,,,,,,,,
10127,Carrick Times,Newspaper,10127,@Carrick_Times,,,,1,07/14/10,Current,,,,,,,,
10128,Carrickfergus Advertiser,Newspaper,10128,@CarrickAd,,,,,,,,,,Local,,Northern Ireland Local,County Antrim,
10129,Caterham Advertiser,Newspaper,10129,,,,,1,06/13/08,Current,,,,,,,,
10130,Celtic Weekly Newspapers,Newspaper,10130,,,,,,,,,,,Regional ,,Wales,,
10131,Central Somerset Gazette,Newspaper,10131,@CenSomGazNews,,,,1,06/11/08,06/05/14,,,,,,,,
10132,Chad (Chronicle Advertiser),Newspaper,10132,,,,,,,,,,,Local,,England Local,Mansfield,
10133,"Champion, The (Southport)",Newspaper,10133,@champnews,,,,,,,,,,Regional,,England Regional,,
10134,Chard & Ilminster News,Newspaper,10134,@chardandilynews,,,,1,06/26/13,Current,,,,,,,,
10135,Cheddar Valley Gazette,Newspaper,10135,@CheddarVGazette,,,,1,06/11/08,06/05/14,,,,,,,,
10136,Chelmsford Weekly News,Newspaper,10136,@ChelmsfordWNews,,,,1,05/16/07,Current,,,,,,,,
10137,Cheshunt (and Waltham Cross) Mercury,Newspaper,10137,,,,,,,,,,,Local,,England Local,Cheshunt,
10138,Chester and District Standard,Newspaper,10138,,,,,,,,,,,Local,Weekly,England Local,Chester,
10139,Chester Chronicle,Newspaper,10139,@ChesterChron,,,,1,12/03/07,Current,,,,Local,Weekly,England Local,Chester,
10140,Chester Evening Leader,Newspaper,10140,,,,,,,,,,,Local,,England Local,Chester,
10141,Chester Mail,Newspaper,10141,,,,,,,,,,,Local,Weekly,England Local,Chester,
10142,Chew Valley Gazette,Newspaper,10142,@ChewGazette,,,,,,,,,,Local,,England Local,Chew Valley,
10143,Chichester Observer,Newspaper,10143,@Chiobserver,,,,1,05/09/12,Current,,,,Local,,England Local,Chichester,
10144,Chorley Citizen,Newspaper,10144,@chorleycitizen,,,,1,05/16/07,Current,,,,Local,Weekly,England Local,Chorley,
10145,Chorley Guardian,Newspaper,10145,@guardianchorley,,,,1,05/10/12,Current,,,,Local,Weekly,England Local,Chorley,
10146,Chronicle Extra,Newspaper,10146,,,,,,,,,,,Local,,England Local,Newcastle upon Tyne,
10147,"Citizen, The",Newspaper,10147,,,,,,,,,,,"Regional, Local",,"England Regional, Local",King's Lynn,
10150,Clacton and Frinton Gazette,Newspaper,10150,@ClactonGazette,,,,1,05/16/07,Current,,,,,,,,
10151,Clevedon Mercury,Newspaper,10151,,,,,1,06/12/08,02/10/11,,,,,,,,
10152,Clitheroe Advertiser & Times,Newspaper,10152,,,,,1,03/30/10,Current,,,,,,,,
10153,Coalville Times,Newspaper,10153,@CoalvilleTimes,,,,,,,,,,Local,Weekly,England Local,Coalville,
10154,Coleraine Chronicle,Newspaper,10154,,,,,,,,,,,Local,,Northern Ireland Local,County Londonderry,
10155,"Coleraine Leader, The",Newspaper,10155,,,,,,,,,,,Local,,Northern Ireland Local,County Londonderry,
10156,Coleraine Times,Newspaper,10156,@Coleraine_Times,,,,1,02/11/09,Current,,,,,,,,
10157,Colne Valley Chronicle,Newspaper,10157,,,,,,,,,,,Local,,England Local,Huddersfield,
10158,"Comet, The",Newspaper,10158,@thecomet24,,,,1,03/24/11,Current,,,,,,,,Not certain on this account
10159,Community Telegraph,Newspaper,10159,,,,,,,,,,,Local,,Northern Ireland Local,Belfast,
10160,Congleton Chronicle,Newspaper,10160,@CongletonChron,,,,,,,,,,Local,,England Local,Congleton,
10161,Cornish & Devon Post,Newspaper,10161,@ThePostSeries,,,,,,,,,,Local,,England Local,Launceston (Cornwall),
10162,Cornish Guardian,Newspaper,10162,@CornishGuardian,,,,1,04/06/10,Current,,,,Regional,,England Regional,,
10163,"Cornishman, The",Newspaper,10163,@CornishmanPaper,,,,1,08/12/10,Current,,,,Regional,,England Regional,,
10164,Cotswold Journal,Newspaper,10164,,,,,1,05/16/07,Current,,,,Local,,England Local,Cotswolds,
10165,County Derry Post,Newspaper,10165,@derrypost,,,,,,,,,,Local,,Northern Ireland Local,County Londonderry,
10166,County Down Outlook,Newspaper,10166,,,,,,,,,,,Local,,Northern Ireland Local,County Down,
10167,County Down Spectator,Newspaper,10167,@codownspectator,,,,,,,,,,Local,,Northern Ireland Local,County Down,
10169,Coventry Advertiser,Newspaper,10169,@CovAdvertiser,,,,,,,,,,Local,,England Local,Coventry,
10170,Coventry Citizen,Newspaper,10170,,,,,,,,,,,Local,Weekly,England Local,Coventry,
10171,Coventry Observer,Newspaper,10171,@covobservernews,,,,,,,,,,Local,Weekly,England Local,Coventry,
10172,Coventry Telegraph,Newspaper,10172,@covtelegraph,,,,,,,,,,"Regional, Local",,"England Regional, Local",Coventry,
10174,Craven Herald & Pioneer (Craven Herald),Newspaper,10174,@CravenHerald,,,,1,05/16/07,Current,,,,Local,,England Local,Skipton,
10175,Crawley News,Newspaper,10175,@crawley_news,,,,1,06/11/08,Current,,,,Local,,England Local,Crawley,
10176,Crawley Observer,Newspaper,10176,@Crawley_Obby,,,,1,02/09/09,Current,,,,Local,,England Local,Crawley,
10177,Crewe Chronicle,Newspaper,10177,@CreweChronicle,,,,,,,,,,Local,,England Local,Crewe,
10178,Crewe Guardian,Newspaper,10178,@Crewe_Nantwich,,,,1,05/21/07,Current,,,,Local,Weekly,England Local,Crewe,
10179,Crosby & Litherland Champion ,Newspaper,10179,@champnews,,,,,,,,,,Regional,Weekly,England Regional,,
10180,Croydon Advertiser,Newspaper,10180,@CroydonAd,,,,1,06/09/08,Current,,,,Local,Weekly,England Local,Croydon,
10181,Croydon Guardian ,Newspaper,10181,@CroydonGuardian,,,,1,05/16/07,Current,,,,Local,Weekly,England Local,Croydon,
10182,Croydon Post,Newspaper,10182,,,,,,,,,,,Local,Weekly,England Local,Croydon,
10183,Cumberland and Westmorland Herald,Newspaper,10183,@CWHerald,,,,,,,,,,Local,Weekly,England Local,Penrith,
10184,Cumberland News,Newspaper,10184,@cumbnews,,,,1,05/09/12,Current,,,,Local,Weekly,England Local,Carlisle,
10186,Southern Daily Echo,Newspaper,10186,@dailyecho,,,,1,01/01/00,Current,,,,Regional,,England Regional,,
10190,Daily Post,Newspaper,10190,@dailypostwales,,,,1,07/31/01,Current,,,,,,,,
10194,Daily Star Sunday,Newspaper,10194,@DailyStarSunday,,,,1,09/15/02,Current,,,,National Tabloid,Sunday,Tabloid,,
10198,Darlington & Stockton Times,Newspaper,10198,,,,,,,,,,,Local,,England Local,Durham,
10199,"Dartford Messenger, The",Newspaper,10199,@KMDartford,,,,1,09/25/08,Current,,,,,,,,
10200,Daventry Express ,Newspaper,10200,@DxGusher,,,,1,02/12/09,Current,,,,Local,Weekly,England Local,Daventry,
10201,Deal and Sandwich Express,Newspaper,10201,,,,,,,,,,,Regional,,England Regional,,
10202,Deeside Piper & Herald,Newspaper,10202,,,,,1,02/12/09,Current,,,,,,,,
10203,Denbighshire Visitor,Newspaper,10203,,,,,,,,,,,Regional ,,Wales,,
10204,Derby Evening Telegraph,Newspaper,10204,@DerbyshireEnts,,,,,,,,,,Local,,England Local,Derby,
10205,Derby Express,Newspaper,10205,,,,,,,,,,,Local,Weekly,England Local,Derby,
10206,Derby Telegraph,Newspaper,10206,@DerbyTelegraph,,,,1,10/20/98,Current,,,,Regional,,England Regional,,
10207,Derby Trader,Newspaper,10207,,,,,,,,,,,Local,Weekly,England Local,Derby,
10208,Derbyshire Times,Newspaper,10208,@D_Times,,,,1,10/20/10,Current,,,,Local,,England Local,Chesterfield,
10209,Dereham and Fakenham Times,Newspaper,10209,,,,,1,07/28/11,Current,,,,,,,,
10210,Derry Journal,Newspaper,10210,@derryjournal,,,,1,02/12/09,Current,,,,Local,,Northern Ireland Local,County Londonderry,
10211,Derry News,Newspaper,10211,@DerryNews,,,,,,,,,,Local,,Northern Ireland Local,County Londonderry,
10212,Dewsbury Reporter,Newspaper,10212,@DewsReporter,,,,1,02/05/09,Current,,,,Local,,England Local,Dewsbury,
10213,Dinnington Guardian,Newspaper,10213,@Dinnonews,,,,1,02/13/09,Current,,,,,,,,
10214,Diss Express,Newspaper,10214,@Diss_Express,,,,1,06/20/07,Current,,,,Local,,England Local,"Diss, Norfolk",
